"GID","TXID","PROTID"
106887774,"XM_014941501.1","XP_014796987.1"
106887774,"XR_001411961.1",""
106890568,"XM_014946480.1","XP_014801966.1"
106890568,"XM_014946489.1","XP_014801975.1"
106886118,"XM_014938793.1","XP_014794279.1"
106891123,"XM_014947435.1","XP_014802921.1"
106891123,"XM_014947437.1","XP_014802923.1"
106891123,"XM_014947432.1","XP_014802918.1"
106891123,"XM_014947436.1","XP_014802922.1"
106891123,"XM_014947434.1","XP_014802920.1"
106891123,"XM_014947433.1","XP_014802919.1"
106896946,"XM_014957286.1","XP_014812772.1"
106893863,"XM_014952124.1","XP_014807610.1"
106890248,"XM_014945918.1","XP_014801404.1"
106890248,"XM_014945919.1","XP_014801405.1"
106895543,"XM_014954979.1","XP_014810465.1"
106895543,"XM_014954980.1","XP_014810466.1"
106887847,"XM_014941611.1","XP_014797097.1"
106897937,"XM_014958937.1","XP_014814423.1"
106889301,"XM_014944195.1","XP_014799681.1"
106895960,"XM_014955640.1","XP_014811126.1"
106898237,"XM_014959366.1","XP_014814852.1"
106902088,"XM_014965265.1","XP_014820751.1"
106902088,"XM_014965268.1","XP_014820754.1"
106902088,"XM_014965269.1","XP_014820755.1"
106902088,"XM_014965267.1","XP_014820753.1"
106888581,"XM_014942911.1","XP_014798397.1"
106901181,"XM_014963557.1","XP_014819043.1"
106901181,"XM_014963558.1","XP_014819044.1"
106901181,"XM_014963555.1","XP_014819041.1"
106889789,"XM_014945203.1","XP_014800689.1"
106890649,"XM_014946605.1","XP_014802091.1"
106891859,"XM_014948669.1","XP_014804155.1"
106885711,"XM_014938121.1","XP_014793607.1"
106902627,"XM_014966269.1","XP_014821755.1"
106901025,"XM_014963351.1","XP_014818837.1"
106890480,"XM_014946339.1","XP_014801825.1"
106887544,"XM_014941135.1","XP_014796621.1"
106895444,"XM_014954869.1","XP_014810355.1"
106891512,"XM_014948116.1","XP_014803602.1"
106891512,"XM_014948107.1","XP_014803593.1"
106891512,"XM_014948124.1","XP_014803610.1"
106902623,"XM_014966268.1","XP_014821754.1"
106901626,"XM_014964487.1","XP_014819973.1"
106895410,"XM_014954825.1","XP_014810311.1"
106898312,"XM_014959482.1","XP_014814968.1"
106898312,"XM_014959483.1","XP_014814969.1"
106901789,"XM_014964777.1","XP_014820263.1"
106890899,"XM_014947003.1","XP_014802489.1"
106890899,"XM_014947002.1","XP_014802488.1"
106890934,"XM_014947067.1","XP_014802553.1"
106900363,"XM_014962390.1","XP_014817876.1"
106902847,"XM_014966665.1","XP_014822151.1"
106885712,"XM_014938122.1","XP_014793608.1"
106897572,"XM_014958272.1","XP_014813758.1"
106901506,"XM_014964314.1","XP_014819800.1"
106890249,"XM_014945922.1","XP_014801408.1"
106890249,"XM_014945920.1","XP_014801406.1"
106886234,"XM_014938965.1","XP_014794451.1"
106891105,"XM_014947401.1","XP_014802887.1"
106884874,"XM_014936610.1","XP_014792096.1"
106884874,"XM_014936611.1","XP_014792097.1"
106896521,"XM_014956595.1","XP_014812081.1"
106901629,"XM_014964493.1","XP_014819979.1"
106901629,"XM_014964492.1","XP_014819978.1"
106891300,"XM_014947751.1","XP_014803237.1"
106887044,"XM_014940393.1","XP_014795879.1"
106887044,"XM_014940394.1","XP_014795880.1"
106887044,"XM_014940395.1","XP_014795881.1"
106889720,"XM_014945073.1","XP_014800559.1"
106889720,"XM_014945062.1","XP_014800548.1"
106889720,"XM_014945044.1","XP_014800530.1"
106889720,"XM_014945053.1","XP_014800539.1"
106894597,"XM_014953346.1","XP_014808832.1"
106888602,"XM_014942943.1","XP_014798429.1"
106888602,"XM_014942944.1","XP_014798430.1"
106888602,"XM_014942945.1","XP_014798431.1"
106888904,"XM_014943439.1","XP_014798925.1"
106888904,"XM_014943436.1","XP_014798922.1"
106888904,"XM_014943438.1","XP_014798924.1"
106888904,"XM_014943437.1","XP_014798923.1"
106888220,"XM_014942251.1","XP_014797737.1"
106898283,"XM_014959436.1","XP_014814922.1"
106898283,"XM_014959437.1","XP_014814923.1"
106898283,"XM_014959433.1","XP_014814919.1"
106891966,"XM_014948813.1","XP_014804299.1"
106891341,"XM_014947792.1","XP_014803278.1"
106897743,"XM_014958564.1","XP_014814050.1"
106886183,"XM_014938911.1","XP_014794397.1"
106901857,"XM_014964876.1","XP_014820362.1"
106901857,"XM_014964874.1","XP_014820360.1"
106886769,"XM_014939968.1","XP_014795454.1"
106886769,"XM_014939965.1","XP_014795451.1"
106886769,"XM_014939966.1","XP_014795452.1"
106886769,"XM_014939963.1","XP_014795449.1"
106886769,"XM_014939964.1","XP_014795450.1"
106886769,"XM_014939967.1","XP_014795453.1"
106886769,"XM_014939971.1","XP_014795457.1"
106886769,"XM_014939972.1","XP_014795458.1"
106886769,"XM_014939969.1","XP_014795455.1"
106886769,"XM_014939970.1","XP_014795456.1"
106896869,"XM_014957137.1","XP_014812623.1"
106896869,"XM_014957136.1","XP_014812622.1"
106896869,"XM_014957139.1","XP_014812625.1"
106896869,"XM_014957138.1","XP_014812624.1"
106896869,"XR_001413680.1",""
106896869,"XR_001413681.1",""
106896869,"XR_001413682.1",""
106898505,"XM_014959785.1","XP_014815271.1"
106898505,"XM_014959786.1","XP_014815272.1"
106888387,"XM_014942592.1","XP_014798078.1"
106888387,"XM_014942601.1","XP_014798087.1"
106888387,"XM_014942607.1","XP_014798093.1"
106901258,"XR_001414294.1",""
106901258,"XR_001414293.1",""
106901258,"XM_014963752.1","XP_014819238.1"
106884731,"XM_014936266.1","XP_014791752.1"
106884731,"XM_014936265.1","XP_014791751.1"
106901109,"XM_014963472.1","XP_014818958.1"
106901109,"XM_014963470.1","XP_014818956.1"
106901109,"XM_014963471.1","XP_014818957.1"
106887464,"XM_014940998.1","XP_014796484.1"
106895095,"XM_014954217.1","XP_014809703.1"
106895095,"XM_014954216.1","XP_014809702.1"
106895095,"XM_014954218.1","XP_014809704.1"
106893266,"XM_014951107.1","XP_014806593.1"
106897326,"XM_014957910.1","XP_014813396.1"
106896639,"XM_014956757.1","XP_014812243.1"
106886061,"XM_014938713.1","XP_014794199.1"
106886061,"XM_014938710.1","XP_014794196.1"
106886061,"XM_014938711.1","XP_014794197.1"
106886061,"XM_014938712.1","XP_014794198.1"
106887997,"XM_014941910.1","XP_014797396.1"
106892961,"XM_014950539.1","XP_014806025.1"
106892961,"XM_014950541.1","XP_014806027.1"
106896613,"XM_014956731.1","XP_014812217.1"
106902225,"XM_014965544.1","XP_014821030.1"
106902225,"XM_014965542.1","XP_014821028.1"
106902225,"XM_014965541.1","XP_014821027.1"
106902225,"XM_014965540.1","XP_014821026.1"
106902225,"XM_014965543.1","XP_014821029.1"
106891843,"XM_014948638.1","XP_014804124.1"
106891843,"XM_014948639.1","XP_014804125.1"
106900474,"XM_014962553.1","XP_014818039.1"
106891444,"XM_014947977.1","XP_014803463.1"
106891444,"XM_014947978.1","XP_014803464.1"
106889024,"XM_014943670.1","XP_014799156.1"
106889024,"XM_014943679.1","XP_014799165.1"
106889024,"XM_014943705.1","XP_014799191.1"
106889024,"XR_001412245.1",""
106889024,"XR_001412244.1",""
106889024,"XR_001412247.1",""
106889024,"XM_014943690.1","XP_014799176.1"
106895604,"XR_001413457.1",""
106895604,"XM_014955100.1","XP_014810586.1"
106895604,"XM_014955099.1","XP_014810585.1"
106902444,"XM_014965881.1","XP_014821367.1"
106902444,"XM_014965882.1","XP_014821368.1"
106902444,"XM_014965887.1","XP_014821373.1"
106902444,"XM_014965886.1","XP_014821372.1"
106902444,"XM_014965883.1","XP_014821369.1"
106902444,"XM_014965885.1","XP_014821371.1"
106902444,"XR_001414519.1",""
106902444,"XM_014965888.1","XP_014821374.1"
106887008,"XM_014940347.1","XP_014795833.1"
106888422,"XM_014942655.1","XP_014798141.1"
106888422,"XM_014942664.1","XP_014798150.1"
106884659,"XM_014936183.1","XP_014791669.1"
106890419,"XM_014946218.1","XP_014801704.1"
106885648,"XM_014938003.1","XP_014793489.1"
106901702,"XM_014964600.1","XP_014820086.1"
106901702,"XM_014964601.1","XP_014820087.1"
106890637,"XM_014946589.1","XP_014802075.1"
106886790,"XM_014940008.1","XP_014795494.1"
106892513,"XM_014949752.1","XP_014805238.1"
106892513,"XM_014949751.1","XP_014805237.1"
106892513,"XM_014949747.1","XP_014805233.1"
106892513,"XM_014949746.1","XP_014805232.1"
106892513,"XR_001412865.1",""
106892513,"XM_014949753.1","XP_014805239.1"
106892513,"XM_014949745.1","XP_014805231.1"
106892513,"XM_014949749.1","XP_014805235.1"
106892513,"XM_014949744.1","XP_014805230.1"
106892513,"XM_014949750.1","XP_014805236.1"
106892513,"XM_014949755.1","XP_014805241.1"
106892513,"XM_014949754.1","XP_014805240.1"
106884859,"XR_001411311.1",""
106884859,"XM_014936570.1","XP_014792056.1"
106884859,"XM_014936571.1","XP_014792057.1"
106901512,"XM_014964320.1","XP_014819806.1"
106901512,"XM_014964321.1","XP_014819807.1"
106901512,"XM_014964323.1","XP_014819809.1"
106892633,"XM_014949952.1","XP_014805438.1"
106893789,"XM_014952011.1","XP_014807497.1"
106897745,"XM_014958566.1","XP_014814052.1"
106901222,"XM_014963658.1","XP_014819144.1"
106901222,"XM_014963660.1","XP_014819146.1"
106901222,"XM_014963657.1","XP_014819143.1"
106901222,"XM_014963659.1","XP_014819145.1"
106901222,"XM_014963661.1","XP_014819147.1"
106890797,"XM_014946824.1","XP_014802310.1"
106890797,"XM_014946825.1","XP_014802311.1"
106890797,"XM_014946823.1","XP_014802309.1"
106890797,"XM_014946831.1","XP_014802317.1"
106890797,"XM_014946822.1","XP_014802308.1"
106890797,"XM_014946821.1","XP_014802307.1"
106890797,"XM_014946828.1","XP_014802314.1"
106890797,"XM_014946827.1","XP_014802313.1"
106890797,"XM_014946826.1","XP_014802312.1"
106890797,"XM_014946829.1","XP_014802315.1"
106891913,"XM_014948743.1","XP_014804229.1"
106889619,"XM_014944812.1","XP_014800298.1"
106889619,"XM_014944813.1","XP_014800299.1"
106884562,"XM_014936033.1","XP_014791519.1"
106884562,"XR_001411263.1",""
106889799,"XM_014945212.1","XP_014800698.1"
106891602,"XM_014948264.1","XP_014803750.1"
106891602,"XM_014948263.1","XP_014803749.1"
106891602,"XM_014948265.1","XP_014803751.1"
106893639,"XM_014951785.1","XP_014807271.1"
106893258,"XM_014951092.1","XP_014806578.1"
106893258,"XM_014951093.1","XP_014806579.1"
106893258,"XM_014951095.1","XP_014806581.1"
106893258,"XM_014951097.1","XP_014806583.1"
106893258,"XM_014951094.1","XP_014806580.1"
106893258,"XM_014951096.1","XP_014806582.1"
106898310,"XM_014959478.1","XP_014814964.1"
106898310,"XM_014959479.1","XP_014814965.1"
106901365,"XM_014964035.1","XP_014819521.1"
106901365,"XM_014964036.1","XP_014819522.1"
106901365,"XM_014964034.1","XP_014819520.1"
106901365,"XM_014964037.1","XP_014819523.1"
106901365,"XM_014964039.1","XP_014819525.1"
106901365,"XM_014964033.1","XP_014819519.1"
106901365,"XM_014964038.1","XP_014819524.1"
106901365,"XM_014964040.1","XP_014819526.1"
106897607,"XM_014958370.1","XP_014813856.1"
106897607,"XM_014958369.1","XP_014813855.1"
106897607,"XM_014958372.1","XP_014813858.1"
106897607,"XM_014958371.1","XP_014813857.1"
106890786,"XM_014946806.1","XP_014802292.1"
106890786,"XM_014946805.1","XP_014802291.1"
106901393,"XM_014964101.1","XP_014819587.1"
106901393,"XM_014964097.1","XP_014819583.1"
106901393,"XM_014964098.1","XP_014819584.1"
106901393,"XM_014964100.1","XP_014819586.1"
106901393,"XM_014964099.1","XP_014819585.1"
106900304,"XM_014962319.1","XP_014817805.1"
106899750,"XM_014961648.1","XP_014817134.1"
106884536,"XM_014935982.1","XP_014791468.1"
106891472,"XM_014948037.1","XP_014803523.1"
106898732,"XM_014960161.1","XP_014815647.1"
106885826,"XM_014938331.1","XP_014793817.1"
106889288,"XM_014944175.1","XP_014799661.1"
106897247,"XM_014957766.1","XP_014813252.1"
106891392,"XM_014947862.1","XP_014803348.1"
106901264,"XM_014963772.1","XP_014819258.1"
106901264,"XM_014963775.1","XP_014819261.1"
106901264,"XM_014963776.1","XP_014819262.1"
106901264,"XM_014963777.1","XP_014819263.1"
106901264,"XM_014963773.1","XP_014819259.1"
106897080,"XM_014957465.1","XP_014812951.1"
106889199,"XM_014943991.1","XP_014799477.1"
106897345,"XM_014957933.1","XP_014813419.1"
106885434,"XM_014937637.1","XP_014793123.1"
106888375,"XM_014942572.1","XP_014798058.1"
106901276,"XM_014963815.1","XP_014819301.1"
106901276,"XM_014963814.1","XP_014819300.1"
106901276,"XM_014963813.1","XP_014819299.1"
106901276,"XM_014963812.1","XP_014819298.1"
106901276,"XM_014963818.1","XP_014819304.1"
106901276,"XM_014963820.1","XP_014819306.1"
106901276,"XM_014963817.1","XP_014819303.1"
106901276,"XM_014963811.1","XP_014819297.1"
106901276,"XM_014963816.1","XP_014819302.1"
106901276,"XM_014963819.1","XP_014819305.1"
106884946,"XM_014936730.1","XP_014792216.1"
106884946,"XM_014936731.1","XP_014792217.1"
106896766,"XM_014956985.1","XP_014812471.1"
106896882,"XM_014957155.1","XP_014812641.1"
106896882,"XM_014957157.1","XP_014812643.1"
106897124,"XM_014957537.1","XP_014813023.1"
106897124,"XM_014957539.1","XP_014813025.1"
106897124,"XM_014957540.1","XP_014813026.1"
106897124,"XM_014957536.1","XP_014813022.1"
106888567,"XM_014942866.1","XP_014798352.1"
106884860,"XM_014936572.1","XP_014792058.1"
106899190,"XM_014960898.1","XP_014816384.1"
106887649,"XM_014941300.1","XP_014796786.1"
106887347,"XM_014940819.1","XP_014796305.1"
106887347,"XM_014940810.1","XP_014796296.1"
106891182,"XM_014947533.1","XP_014803019.1"
106887888,"XM_014941651.1","XP_014797137.1"
106887888,"XM_014941653.1","XP_014797139.1"
106902419,"XM_014965833.1","XP_014821319.1"
106889976,"XM_014945500.1","XP_014800986.1"
106887580,"XM_014941198.1","XP_014796684.1"
106887580,"XM_014941203.1","XP_014796689.1"
106887580,"XM_014941201.1","XP_014796687.1"
106887580,"XM_014941199.1","XP_014796685.1"
106887580,"XM_014941200.1","XP_014796686.1"
106887580,"XM_014941204.1","XP_014796690.1"
106887959,"XM_014941798.1","XP_014797284.1"
106900401,"XM_014962457.1","XP_014817943.1"
106889588,"XM_014944757.1","XP_014800243.1"
106889588,"XM_014944756.1","XP_014800242.1"
106886515,"XM_014939526.1","XP_014795012.1"
106896951,"XM_014957297.1","XP_014812783.1"
106899198,"XM_014960920.1","XP_014816406.1"
106899198,"XM_014960922.1","XP_014816408.1"
106899198,"XM_014960921.1","XP_014816407.1"
106900188,"XM_014962176.1","XP_014817662.1"
106902590,"XM_014966198.1","XP_014821684.1"
106898657,"XM_014959999.1","XP_014815485.1"
106898657,"XM_014960000.1","XP_014815486.1"
106901297,"XM_014963872.1","XP_014819358.1"
106901297,"XM_014963881.1","XP_014819367.1"
106893184,"XM_014950941.1","XP_014806427.1"
106893184,"XM_014950942.1","XP_014806428.1"
106894568,"XM_014953302.1","XP_014808788.1"
106894568,"XM_014953305.1","XP_014808791.1"
106894568,"XM_014953304.1","XP_014808790.1"
106894568,"XM_014953306.1","XP_014808792.1"
106894568,"XM_014953303.1","XP_014808789.1"
106894568,"XM_014953309.1","XP_014808795.1"
106894568,"XM_014953307.1","XP_014808793.1"
106894602,"XM_014953351.1","XP_014808837.1"
106894602,"XM_014953349.1","XP_014808835.1"
106894602,"XM_014953352.1","XP_014808838.1"
106894602,"XM_014953350.1","XP_014808836.1"
106902602,"XM_014966215.1","XP_014821701.1"
106902602,"XM_014966214.1","XP_014821700.1"
106884895,"XM_014936636.1","XP_014792122.1"
106884895,"XM_014936637.1","XP_014792123.1"
106899977,"XM_014961926.1","XP_014817412.1"
106895191,"XM_014954403.1","XP_014809889.1"
106895191,"XM_014954402.1","XP_014809888.1"
106888620,"XM_014942972.1","XP_014798458.1"
106888620,"XM_014942976.1","XP_014798462.1"
106888620,"XM_014942973.1","XP_014798459.1"
106888620,"XM_014942975.1","XP_014798461.1"
106888620,"XM_014942974.1","XP_014798460.1"
106901790,"XM_014964778.1","XP_014820264.1"
106901790,"XM_014964779.1","XP_014820265.1"
106901790,"XM_014964780.1","XP_014820266.1"
106901399,"XM_014964128.1","XP_014819614.1"
106901399,"XM_014964129.1","XP_014819615.1"
106886600,"XM_014939677.1","XP_014795163.1"
106886600,"XM_014939676.1","XP_014795162.1"
106893152,"XM_014950874.1","XP_014806360.1"
106885617,"XM_014937963.1","XP_014793449.1"
106889649,"XM_014944870.1","XP_014800356.1"
106898834,"XM_014960333.1","XP_014815819.1"
106896913,"XM_014957217.1","XP_014812703.1"
106900942,"XM_014963257.1","XP_014818743.1"
106900942,"XM_014963255.1","XP_014818741.1"
106900942,"XM_014963256.1","XP_014818742.1"
106888438,"XM_014942675.1","XP_014798161.1"
106891728,"XM_014948444.1","XP_014803930.1"
106891011,"XM_014947173.1","XP_014802659.1"
106890857,"XM_014946928.1","XP_014802414.1"
106900820,"XM_014962980.1","XP_014818466.1"
106889423,"XM_014944377.1","XP_014799863.1"
106889423,"XM_014944386.1","XP_014799872.1"
106889423,"XM_014944396.1","XP_014799882.1"
106902363,"XM_014965766.1","XP_014821252.1"
106889698,"XM_014944950.1","XP_014800436.1"
106901417,"XM_014964155.1","XP_014819641.1"
106898985,"XM_014960608.1","XP_014816094.1"
106900295,"XM_014962307.1","XP_014817793.1"
106889764,"XM_014945160.1","XP_014800646.1"
106889764,"XM_014945159.1","XP_014800645.1"
106889764,"XM_014945161.1","XP_014800647.1"
106889764,"XM_014945162.1","XP_014800648.1"
106889764,"XM_014945163.1","XP_014800649.1"
106889764,"XM_014945164.1","XP_014800650.1"
106895270,"XM_014954597.1","XP_014810083.1"
106895270,"XM_014954598.1","XP_014810084.1"
106895270,"XM_014954591.1","XP_014810077.1"
106895270,"XM_014954594.1","XP_014810080.1"
106895270,"XM_014954596.1","XP_014810082.1"
106895270,"XM_014954592.1","XP_014810078.1"
106895270,"XM_014954593.1","XP_014810079.1"
106894460,"XM_014953112.1","XP_014808598.1"
106901516,"XM_014964328.1","XP_014819814.1"
106890807,"XM_014946851.1","XP_014802337.1"
106890183,"XM_014945810.1","XP_014801296.1"
106890183,"XM_014945811.1","XP_014801297.1"
106898885,"XM_014960459.1","XP_014815945.1"
106898885,"XM_014960457.1","XP_014815943.1"
106898885,"XM_014960458.1","XP_014815944.1"
106898885,"XR_001413986.1",""
106895308,"XM_014954664.1","XP_014810150.1"
106896775,"XM_014956997.1","XP_014812483.1"
106900386,"XM_014962422.1","XP_014817908.1"
106901871,"XM_014964883.1","XP_014820369.1"
106893156,"XM_014950883.1","XP_014806369.1"
106893432,"XM_014951388.1","XP_014806874.1"
106887780,"XM_014941505.1","XP_014796991.1"
106892974,"XM_014950567.1","XP_014806053.1"
106897727,"XR_001413824.1",""
106897727,"XM_014958545.1","XP_014814031.1"
106897727,"XM_014958555.1","XP_014814041.1"
106884744,"XM_014936286.1","XP_014791772.1"
106884744,"XM_014936291.1","XP_014791777.1"
106890275,"XM_014945989.1","XP_014801475.1"
106890275,"XM_014945980.1","XP_014801466.1"
106886350,"XM_014939175.1","XP_014794661.1"
106890333,"XM_014946088.1","XP_014801574.1"
106894122,"XM_014952626.1","XP_014808112.1"
106894122,"XM_014952624.1","XP_014808110.1"
106894122,"XM_014952628.1","XP_014808114.1"
106894122,"XM_014952627.1","XP_014808113.1"
106894122,"XM_014952625.1","XP_014808111.1"
106901746,"XM_014964686.1","XP_014820172.1"
106901746,"XM_014964687.1","XP_014820173.1"
106901746,"XM_014964688.1","XP_014820174.1"
106885490,"XM_014937709.1","XP_014793195.1"
106887274,"XM_014940737.1","XP_014796223.1"
106885387,"XM_014937548.1","XP_014793034.1"
106885392,"XM_014937554.1","XP_014793040.1"
106885392,"XM_014937553.1","XP_014793039.1"
106884760,"XM_014936307.1","XP_014791793.1"
106884760,"XM_014936304.1","XP_014791790.1"
106884760,"XM_014936310.1","XP_014791796.1"
106884760,"XM_014936309.1","XP_014791795.1"
106884760,"XM_014936308.1","XP_014791794.1"
106884760,"XM_014936312.1","XP_014791798.1"
106884760,"XM_014936311.1","XP_014791797.1"
106884760,"XM_014936306.1","XP_014791792.1"
106884760,"XM_014936303.1","XP_014791789.1"
106900936,"XM_014963245.1","XP_014818731.1"
106891353,"XM_014947811.1","XP_014803297.1"
106891353,"XM_014947810.1","XP_014803296.1"
106891353,"XM_014947812.1","XP_014803298.1"
106891697,"XM_014948404.1","XP_014803890.1"
106902665,"XM_014966342.1","XP_014821828.1"
106896858,"XM_014957126.1","XP_014812612.1"
106896858,"XM_014957127.1","XP_014812613.1"
106898021,"XM_014959077.1","XP_014814563.1"
106898907,"XM_014960488.1","XP_014815974.1"
106898907,"XM_014960490.1","XP_014815976.1"
106898907,"XM_014960489.1","XP_014815975.1"
106899456,"XM_014961274.1","XP_014816760.1"
106889400,"XM_014944334.1","XP_014799820.1"
106885659,"XM_014938025.1","XP_014793511.1"
106884842,"XM_014936534.1","XP_014792020.1"
106892786,"XM_014950286.1","XP_014805772.1"
106892786,"XM_014950289.1","XP_014805775.1"
106892786,"XM_014950288.1","XP_014805774.1"
106892786,"XM_014950287.1","XP_014805773.1"
106902023,"XM_014965183.1","XP_014820669.1"
106888175,"XM_014942208.1","XP_014797694.1"
106894362,"XM_014952993.1","XP_014808479.1"
106895337,"XM_014954711.1","XP_014810197.1"
106895337,"XM_014954713.1","XP_014810199.1"
106895337,"XM_014954714.1","XP_014810200.1"
106892297,"XM_014949377.1","XP_014804863.1"
106892763,"XM_014950203.1","XP_014805689.1"
106902880,"XM_014966708.1","XP_014822194.1"
106894100,"XM_014952592.1","XP_014808078.1"
106894100,"XM_014952591.1","XP_014808077.1"
106894240,"XM_014952795.1","XP_014808281.1"
106894240,"XM_014952794.1","XP_014808280.1"
106899450,"XM_014961268.1","XP_014816754.1"
106898417,"XM_014959655.1","XP_014815141.1"
106901180,"XM_014963553.1","XP_014819039.1"
106901180,"XM_014963554.1","XP_014819040.1"
106895769,"XM_014955385.1","XP_014810871.1"
106885240,"XM_014937241.1","XP_014792727.1"
106895901,"XM_014955576.1","XP_014811062.1"
106901846,"XM_014964861.1","XP_014820347.1"
106897787,"XM_014958648.1","XP_014814134.1"
106899407,"XM_014961219.1","XP_014816705.1"
106894868,"XM_014953846.1","XP_014809332.1"
106898083,"XM_014959168.1","XP_014814654.1"
106892048,"XM_014948921.1","XP_014804407.1"
106890581,"XM_014946499.1","XP_014801985.1"
106901499,"XM_014964304.1","XP_014819790.1"
106897675,"XM_014958449.1","XP_014813935.1"
106897675,"XM_014958448.1","XP_014813934.1"
106901758,"XM_014964710.1","XP_014820196.1"
106896084,"XM_014955804.1","XP_014811290.1"
106896084,"XM_014955803.1","XP_014811289.1"
106892215,"XM_014949239.1","XP_014804725.1"
106897919,"XM_014958916.1","XP_014814402.1"
106891154,"XM_014947476.1","XP_014802962.1"
106896214,"XM_014956005.1","XP_014811491.1"
106896214,"XM_014956008.1","XP_014811494.1"
106896214,"XM_014956006.1","XP_014811492.1"
106896214,"XM_014956007.1","XP_014811493.1"
106885542,"XM_014937804.1","XP_014793290.1"
106885542,"XM_014937802.1","XP_014793288.1"
106885542,"XM_014937807.1","XP_014793293.1"
106885542,"XM_014937805.1","XP_014793291.1"
106885542,"XM_014937801.1","XP_014793287.1"
106885542,"XM_014937800.1","XP_014793286.1"
106885542,"XM_014937799.1","XP_014793285.1"
106885542,"XM_014937803.1","XP_014793289.1"
106885542,"XM_014937798.1","XP_014793284.1"
106885542,"XM_014937809.1","XP_014793295.1"
106885542,"XM_014937808.1","XP_014793294.1"
106889594,"XM_014944768.1","XP_014800254.1"
106889594,"XM_014944767.1","XP_014800253.1"
106902680,"XM_014966360.1","XP_014821846.1"
106899449,"XM_014961267.1","XP_014816753.1"
106892449,"XM_014949661.1","XP_014805147.1"
106889383,"XM_014944307.1","XP_014799793.1"
106893993,"XM_014952405.1","XP_014807891.1"
106885346,"XM_014937478.1","XP_014792964.1"
106900817,"XM_014962966.1","XP_014818452.1"
106895434,"XM_014954857.1","XP_014810343.1"
106893124,"XM_014950810.1","XP_014806296.1"
106888154,"XM_014942193.1","XP_014797679.1"
106887990,"XM_014941894.1","XP_014797380.1"
106887990,"XM_014941896.1","XP_014797382.1"
106887990,"XM_014941898.1","XP_014797384.1"
106887990,"XM_014941899.1","XP_014797385.1"
106887990,"XR_001412020.1",""
106887990,"XM_014941895.1","XP_014797381.1"
106887990,"XM_014941900.1","XP_014797386.1"
106893230,"XM_014951035.1","XP_014806521.1"
106893230,"XM_014951036.1","XP_014806522.1"
106902688,"XM_014966378.1","XP_014821864.1"
106902688,"XM_014966388.1","XP_014821874.1"
106902688,"XM_014966398.1","XP_014821884.1"
106900897,"XM_014963160.1","XP_014818646.1"
106891585,"XM_014948239.1","XP_014803725.1"
106886525,"XM_014939548.1","XP_014795034.1"
106887907,"XM_014941674.1","XP_014797160.1"
106887907,"XM_014941682.1","XP_014797168.1"
106887907,"XM_014941684.1","XP_014797170.1"
106887907,"XM_014941681.1","XP_014797167.1"
106887907,"XM_014941676.1","XP_014797162.1"
106887907,"XM_014941675.1","XP_014797161.1"
106887907,"XM_014941679.1","XP_014797165.1"
106887907,"XM_014941680.1","XP_014797166.1"
106887907,"XM_014941683.1","XP_014797169.1"
106887907,"XM_014941677.1","XP_014797163.1"
106887907,"XM_014941685.1","XP_014797171.1"
106902243,"XM_014965581.1","XP_014821067.1"
106886428,"XM_014939376.1","XP_014794862.1"
106900879,"XM_014963129.1","XP_014818615.1"
106900879,"XM_014963138.1","XP_014818624.1"
106890875,"XM_014946961.1","XP_014802447.1"
106895256,"XM_014954567.1","XP_014810053.1"
106895256,"XM_014954568.1","XP_014810054.1"
106886597,"XM_014939673.1","XP_014795159.1"
106886597,"XM_014939681.1","XP_014795167.1"
106886597,"XM_014939690.1","XP_014795176.1"
106886597,"XM_014939698.1","XP_014795184.1"
106886597,"XM_014939710.1","XP_014795196.1"
106886597,"XM_014939706.1","XP_014795192.1"
106896401,"XM_014956378.1","XP_014811864.1"
106896401,"XM_014956377.1","XP_014811863.1"
106892710,"XM_014950108.1","XP_014805594.1"
106892710,"XM_014950109.1","XP_014805595.1"
106892710,"XM_014950110.1","XP_014805596.1"
106892710,"XM_014950111.1","XP_014805597.1"
106893923,"XM_014952258.1","XP_014807744.1"
106893923,"XM_014952256.1","XP_014807742.1"
106893923,"XM_014952257.1","XP_014807743.1"
106895581,"XM_014955029.1","XP_014810515.1"
106898122,"XM_014959213.1","XP_014814699.1"
106894680,"XM_014953500.1","XP_014808986.1"
106894680,"XM_014953501.1","XP_014808987.1"
106888868,"XM_014943379.1","XP_014798865.1"
106899279,"XM_014961036.1","XP_014816522.1"
106899279,"XM_014961034.1","XP_014816520.1"
106899279,"XM_014961035.1","XP_014816521.1"
106886950,"XM_014940240.1","XP_014795726.1"
106895702,"XM_014955298.1","XP_014810784.1"
106895702,"XM_014955297.1","XP_014810783.1"
106895702,"XM_014955300.1","XP_014810786.1"
106895702,"XM_014955299.1","XP_014810785.1"
106897574,"XM_014958276.1","XP_014813762.1"
106889470,"XM_014944507.1","XP_014799993.1"
106889470,"XM_014944515.1","XP_014800001.1"
106889470,"XM_014944510.1","XP_014799996.1"
106889470,"XM_014944511.1","XP_014799997.1"
106889470,"XM_014944513.1","XP_014799999.1"
106889470,"XM_014944509.1","XP_014799995.1"
106889470,"XM_014944508.1","XP_014799994.1"
106889470,"XM_014944516.1","XP_014800002.1"
106889470,"XM_014944514.1","XP_014800000.1"
106898797,"XM_014960244.1","XP_014815730.1"
106898797,"XM_014960245.1","XP_014815731.1"
106898797,"XM_014960246.1","XP_014815732.1"
