Sample_ID,Filename,Species,Dev_stage,Sex,Age,Phenotype,Collected_by,Collection_date,Biomaterial_provider,Geographic_location,Ecotype,Body_mass,Testes_mass,Bird_ID,Gonadosomatic_index,Tissue,Tissue_complete,Sample_Type,Concentration,Volume,Flow_cell,Seq_provider,Type,Lib_prep,Lib_kit,Seq_prep,Seq_kit,Lib_size,RIN
s1330_I_HYP_02,s1330_I_HYP_02_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,Hyp,Hypothalamus,Total RNA,124,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),73917807,7.5
s1330_I_LIV_01,s1330_I_LIV_01_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,Liv,Liver,Total RNA,48.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58445876,NA
s1330_I_LIV_01,s1330_I_LIV_01_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,Liv,Liver,Total RNA,48.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58445876,NA
s1330_I_LS_02,s1330_I_LS_02_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,LS,Lateral septum,Total RNA,122,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54773892,7.2
s1330_I_LS_02,s1330_I_LS_02_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,LS,Lateral septum,Total RNA,122,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54773892,7.2
s1330_I_NC_02,s1330_I_NC_02_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,NC,Caudal nidopallium,Total RNA,112,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46690375,7.4
s1330_I_NC_02,s1330_I_NC_02_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,NC,Caudal nidopallium,Total RNA,112,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46690375,7.4
s1330_I_PIT_01,s1330_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,Pit,Pituitary gland,Total RNA,54,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56780594,10
s1330_I_PIT_01,s1330_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,Pit,Pituitary gland,Total RNA,54,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56780594,10
s1330_I_POA_03,s1330_I_POA_03_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,POM,Medial preoptic area,Total RNA,115,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),69732111,7.3
s1330_I_POA_03,s1330_I_POA_03_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,POM,Medial preoptic area,Total RNA,115,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),69732111,7.3
s1330_I_RAP_03,s1330_I_RAP_03_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,Rap,Raphe,Total RNA,76,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56794610,5.7
s1330_I_RAP_03,s1330_I_RAP_03_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,Rap,Raphe,Total RNA,76,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56794610,5.7
s1330_I_TNA_03,s1330_I_TNA_03_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,127,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),51039325,7.1
s1330_I_TNA_03,s1330_I_TNA_03_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,127,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),51039325,7.1
s1330_I_VTA_03,s1330_I_VTA_03_R1.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,48,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),44938888,8.1
s1330_I_VTA_03,s1330_I_VTA_03_R2.gz,Calidris pugnax,Adult,Male,3,Independent,Jasmine L. Loveland,6/13/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,179.12,2.5,1330,1.4,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,48,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),44938888,8.1
s1337_F_ADR_01,s1337_F_ADR_01_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Adr,Adrenal glands,Total RNA,70.9,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),64170779,7.7
s1337_F_ADR_01,s1337_F_ADR_01_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Adr,Adrenal glands,Total RNA,70.9,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),64170779,7.7
s1337_F_GON_01,s1337_F_GON_01_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Gon,Male gonads (testes),Total RNA,58.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),51803199,NA
s1337_F_GON_01,s1337_F_GON_01_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Gon,Male gonads (testes),Total RNA,58.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),51803199,NA
s1337_F_HYP_02,s1337_F_HYP_02_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Hyp,Hypothalamus,Total RNA,119,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),59282927,7.7
s1337_F_HYP_02,s1337_F_HYP_02_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Hyp,Hypothalamus,Total RNA,119,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),59282927,7.7
s1337_F_LS_02,s1337_F_LS_02_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,LS,Lateral septum,Total RNA,77,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61837862,7.6
s1337_F_LS_02,s1337_F_LS_02_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,LS,Lateral septum,Total RNA,77,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61837862,7.6
s1337_F_NC_02,s1337_F_NC_02_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,NC,Caudal nidopallium,Total RNA,103,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),49698160,8
s1337_F_NC_02,s1337_F_NC_02_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,NC,Caudal nidopallium,Total RNA,103,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),49698160,8
s1337_F_POA_03,s1337_F_POA_03_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,POM,Medial preoptic area,Total RNA,98,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58717472,7.7
s1337_F_POA_03,s1337_F_POA_03_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,POM,Medial preoptic area,Total RNA,98,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58717472,7.7
s1337_F_RAP_03,s1337_F_RAP_03_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Rap,Raphe,Total RNA,93,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58585901,8.2
s1337_F_RAP_03,s1337_F_RAP_03_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,Rap,Raphe,Total RNA,93,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58585901,8.2
s1337_F_TNA_03,s1337_F_TNA_03_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,97,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46024467,7.4
s1337_F_TNA_03,s1337_F_TNA_03_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,97,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),46024467,7.4
s1337_F_VTA_03,s1337_F_VTA_03_R1.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,102,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),43542689,8
s1337_F_VTA_03,s1337_F_VTA_03_R2.gz,Calidris pugnax,Adult,Male,3,Faeder,Jasmine L. Loveland,6/10/2019,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,131.73,2.52,1337,1.91,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,102,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),43542689,8
s1340_I_ADR_02,s1340_I_ADR_02_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Adr,Adrenal glands,Total RNA,58.8,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57853733,8.7
s1340_I_ADR_02,s1340_I_ADR_02_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Adr,Adrenal glands,Total RNA,58.8,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57853733,8.7
s1340_I_GON_01,s1340_I_GON_01_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Gon,Male gonads (testes),Total RNA,45.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),53661426,7.8
s1340_I_GON_01,s1340_I_GON_01_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Gon,Male gonads (testes),Total RNA,45.5,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),53661426,7.8
s1340_I_HYP_02,s1340_I_HYP_02_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Hyp,Hypothalamus,Total RNA,117,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),68202454,7.4
s1340_I_HYP_02,s1340_I_HYP_02_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Hyp,Hypothalamus,Total RNA,117,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),68202454,7.4
s1340_I_LIV_01,s1340_I_LIV_01_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Liv,Liver,Total RNA,50,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55922165,8.7
s1340_I_LIV_01,s1340_I_LIV_01_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Liv,Liver,Total RNA,50,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55922165,8.7
s1340_I_LS_02,s1340_I_LS_02_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,LS,Lateral septum,Total RNA,129,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),40932912,5.9
s1340_I_LS_02,s1340_I_LS_02_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,LS,Lateral septum,Total RNA,129,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),40932912,5.9
s1340_I_NC_02,s1340_I_NC_02_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,NC,Caudal nidopallium,Total RNA,113,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),44822563,6.1
s1340_I_NC_02,s1340_I_NC_02_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,NC,Caudal nidopallium,Total RNA,113,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),44822563,6.1
s1340_I_PIT_01,s1340_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Pit,Pituitary gland,Total RNA,44,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54569430,10
s1340_I_PIT_01,s1340_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,Pit,Pituitary gland,Total RNA,44,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54569430,10
s1340_I_POA_03,s1340_I_POA_03_R1.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,POM,Medial preoptic area,Total RNA,102,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),70452488,7.1
s1340_I_POA_03,s1340_I_POA_03_R2.gz,Calidris pugnax,Adult,Male,1,Independent,Jasmine L. Loveland,6/16/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,176.4,2.42,1340,1.37,POM,Medial preoptic area,Total RNA,102,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),70452488,7.1
