Entrez_ID,Gene_Symbol,Gene_Description,Synonyms,Gene_type,Scientific_name,Common_name,Tax_ID,Transcripts,Genomic_coordinates,Orientation,Proteins,Ensembl_Gene_ID
106898278,GLT8D1,glycosyltransferase 8 domain containing 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014959420.1,XM_014959421.1,XM_014959422.1",NW_015091179.1: 1473126-1481081,minus,"XP_014814906.1,XP_014814907.1,XP_014814908.1",ENSCPUG00000007438
106885326,GLT8D2,glycosyltransferase 8 domain containing 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014937437.1,XM_014937438.1",NW_015090800.1: 12010614-12027885,minus,"XP_014792923.1,XP_014792924.1",ENSCPUG00000008301
106886796,GLTP,glycolipid transfer protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014940014.1,NW_015090824.1: 1529-5238,plus,XP_014795500.1,
106887097,GLUD1,glutamate dehydrogenase 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014940487.1,NW_015090828.1: 2646814-2675819,plus,XP_014795973.1,ENSCPUG00000011133
106888933,GLUL,glutamate-ammonia ligase,,protein-coding,Calidris pugnax,ruff,198806,"XM_014943506.1,XM_014943507.1",NW_015090852.1: 2415406-2420940,minus,"XP_014798992.1,XP_014798993.1",ENSCPUG00000019965
106885806,GLYATL3,glycine-N-acyltransferase like 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014938300.1,NW_015090806.1: 1181274-1207400,minus,XP_014793786.1,
106898298,GLYCTK,glycerate kinase,,protein-coding,Calidris pugnax,ruff,198806,"XM_014959458.1,XM_014959459.1,XM_014959460.1,XM_014959461.1,XM_014959462.1",NW_015091179.1: 623459-637763,minus,"XP_014814944.1,XP_014814945.1,XP_014814946.1,XP_014814947.1,XP_014814948.1",ENSCPUG00000006876
106897862,GLYR1,glyoxylate reductase 1 homolog,,protein-coding,Calidris pugnax,ruff,198806,"XM_014958803.1,XM_014958804.1,XM_014958806.1",NW_015091141.1: 1778345-1804282,plus,"XP_014814289.1,XP_014814290.1,XP_014814292.1",ENSCPUG00000011333
106891249,GM2A,GM2 ganglioside activator,,protein-coding,Calidris pugnax,ruff,198806,XM_014947681.1,NW_015090893.1: 12455295-12457623,minus,XP_014803167.1,ENSCPUG00000002094
106897883,GMCL1,"germ cell-less 1, spermatogenesis associated",,protein-coding,Calidris pugnax,ruff,198806,XM_014958842.1,NW_015091141.1: 2403567-2422984,minus,XP_014814328.1,ENSCPUG00000011559
106887502,GMDS,"GDP-mannose 4,6-dehydratase",,protein-coding,Calidris pugnax,ruff,198806,XM_014941067.1,NW_015090830.1: 13948631-14383135,plus,XP_014796553.1,ENSCPUG00000001606
106894319,GMEB1,glucocorticoid modulatory element binding protein 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014952930.1,XM_014952931.1,XM_014952933.1",NW_015090973.1: 54239-66730,minus,"XP_014808416.1,XP_014808417.1,XP_014808419.1",ENSCPUG00000019726
106895593,GMEB2,glucocorticoid modulatory element binding protein 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955055.1,XM_014955065.1,XM_014955073.1",NW_015090780.1: 1058304-1080263,minus,"XP_014810541.1,XP_014810551.1,XP_014810559.1",ENSCPUG00000006360
106890923,GMFB,glia maturation factor beta,,protein-coding,Calidris pugnax,ruff,198806,XM_014947037.1,NW_015090883.1: 32692-46672,minus,XP_014802523.1,
106886906,GMIP,GEM interacting protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014940190.1,NW_015090826.1: 360141-390419,minus,XP_014795676.1,
106890171,GMNC,geminin coiled-coil domain containing,,protein-coding,Calidris pugnax,ruff,198806,XM_014945789.1,NW_015090872.1: 6640001-6645158,minus,XP_014801275.1,
106885901,GMNN,geminin DNA replication inhibitor,,protein-coding,Calidris pugnax,ruff,198806,"XM_014938423.1,XM_014938424.1,XM_014938425.1",NW_015090810.1: 9907158-9913275,minus,"XP_014793909.1,XP_014793910.1,XP_014793911.1",ENSCPUG00000006347
106895044,GMPPA,GDP-mannose pyrophosphorylase A,,protein-coding,Calidris pugnax,ruff,198806,XM_014954128.1,NW_015090990.1: 3542176-3546870,plus,XP_014809614.1,ENSCPUG00000002049
106894696,GMPPB,GDP-mannose pyrophosphorylase B,,protein-coding,Calidris pugnax,ruff,198806,XM_014953530.1,NW_015090980.1: 2274582-2279111,plus,XP_014809016.1,ENSCPUG00000012142
106887435,GMPR,guanosine monophosphate reductase,,protein-coding,Calidris pugnax,ruff,198806,XM_014940950.1,NW_015090830.1: 20272611-20314778,minus,XP_014796436.1,ENSCPUG00000002269
106890278,GMPS,guanine monophosphate synthase,,protein-coding,Calidris pugnax,ruff,198806,XM_014945990.1,NW_015090872.1: 2454593-2484012,minus,XP_014801476.1,ENSCPUG00000016522
106890397,GNA12,G protein subunit alpha 12,,protein-coding,Calidris pugnax,ruff,198806,XM_014946191.1,NW_015090876.1: 945144-989130,plus,XP_014801677.1,ENSCPUG00000003061
106893929,GNA13,G protein subunit alpha 13,,protein-coding,Calidris pugnax,ruff,198806,XM_014952273.1,NW_015090957.1: 1552736-1576061,minus,XP_014807759.1,ENSCPUG00000019017
106898288,GNAI2,G protein subunit alpha i2,,protein-coding,Calidris pugnax,ruff,198806,XM_014959445.1,NW_015091179.1: 317402-323696,plus,XP_014814931.1,ENSCPUG00000004440
106885979,GNAL,G protein subunit alpha L,,protein-coding,Calidris pugnax,ruff,198806,XM_014938522.1,NW_015090810.1: 17198292-17401073,minus,XP_014794008.1,
106897004,GNAO1,G protein subunit alpha o1,,protein-coding,Calidris pugnax,ruff,198806,XM_014957356.1,NW_015091082.1: 313497-441764,plus,XP_014812842.1,
106888426,GNAQ,G protein subunit alpha q,,protein-coding,Calidris pugnax,ruff,198806,XM_014942660.1,NW_015090844.1: 746061-875805,minus,XP_014798146.1,ENSCPUG00000010981
106895864,GNAS,GNAS complex locus,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955514.1,XR_001413539.1",NW_015090780.1: 5165261-5231709,minus,XP_014811000.1,ENSCPUG00000008534
106901488,GNAZ,G protein subunit alpha z,,protein-coding,Calidris pugnax,ruff,198806,XM_014964289.1,NW_015090783.1: 8124914-8204873,minus,XP_014819775.1,ENSCPUG00000009996
106889130,GNB1,G protein subunit beta 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014943882.1,XM_014943883.1,XM_014943885.1",NW_015090856.1: 1317467-1369643,plus,"XP_014799368.1,XP_014799369.1,XP_014799371.1",ENSCPUG00000005932
106889229,GNB1L,G protein subunit beta 1 like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014944065.1,XM_014944066.1,XM_014944067.1",NW_015090858.1: 974854-1018233,plus,"XP_014799551.1,XP_014799552.1,XP_014799553.1",ENSCPUG00000006166
106896839,GNB3,G protein subunit beta 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014957099.1,NW_015091072.1: 282485-292473,minus,XP_014812585.1,ENSCPUG00000005829
106886124,GNB4,G protein subunit beta 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014938806.1,NW_015090811.1: 5236588-5262695,minus,XP_014794292.1,ENSCPUG00000011212
106889570,GNB5,G protein subunit beta 5,,protein-coding,Calidris pugnax,ruff,198806,XM_014944727.1,NW_015090862.1: 7551998-7573675,plus,XP_014800213.1,ENSCPUG00000016179
106894840,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,,protein-coding,Calidris pugnax,ruff,198806,XM_014953801.1,NW_015090984.1: 775877-799413,minus,XP_014809287.1,ENSCPUG00000017807
106896410,GNG10,G protein subunit gamma 10,,protein-coding,Calidris pugnax,ruff,198806,XM_014956392.1,NW_015091043.1: 1035881-1037778,minus,XP_014811878.1,
106885565,GNG12,G protein subunit gamma 12,,protein-coding,Calidris pugnax,ruff,198806,XM_014937854.1,NW_015090768.1: 1723742-1741497,plus,XP_014793340.1,ENSCPUG00000015107
106884741,GNG13,G protein subunit gamma 13,,protein-coding,Calidris pugnax,ruff,198806,"XM_014936279.1,XM_014936280.1,XM_014936281.1",NW_015090794.1: 2559994-2566956,plus,"XP_014791765.1,XP_014791766.1,XP_014791767.1",ENSCPUG00000012162
106885008,GNG2,G protein subunit gamma 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014936827.1,NW_015090795.1: 3472104-3475264,plus,XP_014792313.1,ENSCPUG00000018824
106892959,GNG4,G protein subunit gamma 4,,protein-coding,Calidris pugnax,ruff,198806,"XM_014950536.1,XM_014950537.1",NW_015090922.1: 24754273-24768971,plus,"XP_014806022.1,XP_014806023.1",
106886220,GNG5,G protein subunit gamma 5,,protein-coding,Calidris pugnax,ruff,198806,XM_014938952.1,NW_015090812.1: 14164025-14169060,minus,XP_014794438.1,
106895895,GNG7,G protein subunit gamma 7,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955557.1,XM_014955558.1,XM_014955559.1,XM_014955560.1,XM_014955561.1",NW_015091000.1: 237384-309458,plus,"XP_014811043.1,XP_014811044.1,XP_014811045.1,XP_014811046.1,XP_014811047.1",ENSCPUG00000016397
106897917,GNGT2,G protein subunit gamma transducin 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014958914.1,NW_015091148.1: 603327-605600,plus,XP_014814400.1,ENSCPUG00000014294
106890628,GNL2,G protein nucleolar 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014946572.1,NW_015090879.1: 2943813-2954601,minus,XP_014802058.1,ENSCPUG00000018643
106898277,GNL3,G protein nucleolar 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014959419.1,NW_015091179.1: 1462818-1471689,plus,XP_014814905.1,ENSCPUG00000007421
106900349,GNMT,glycine N-methyltransferase,,protein-coding,Calidris pugnax,ruff,198806,XM_014962374.1,NW_015092359.1: 4078322-4080765,plus,XP_014817860.1,
106893036,GNPAT,glyceronephosphate O-acyltransferase,,protein-coding,Calidris pugnax,ruff,198806,XM_014950626.1,NW_015090922.1: 27715659-27734555,plus,XP_014806112.1,ENSCPUG00000011990
106891423,GNPDA1,glucosamine-6-phosphate deaminase 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014947930.1,NW_015090893.1: 18534221-18539912,minus,XP_014803416.1,ENSCPUG00000006442
106900296,GNPDA2,glucosamine-6-phosphate deaminase 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962308.1,XM_014962310.1",NW_015092240.1: 482909-490769,minus,"XP_014817794.1,XP_014817796.1",ENSCPUG00000002167
106884957,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014936753.1,NW_015090795.1: 3728433-3731095,minus,XP_014792239.1,ENSCPUG00000018851
106885291,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta,,protein-coding,Calidris pugnax,ruff,198806,"XM_014937346.1,XM_014937347.1,XM_014937348.1",NW_015090800.1: 11081845-11129519,minus,"XP_014792832.1,XP_014792833.1,XP_014792834.1",ENSCPUG00000006516
106884898,GNPTG,N-acetylglucosamine-1-phosphate transferase subunit gamma,,protein-coding,Calidris pugnax,ruff,198806,XM_014936642.1,NW_015090794.1: 4835318-4843594,plus,XP_014792128.1,ENSCPUG00000016697
106888725,GNRH1,gonadotropin releasing hormone 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014943152.1,NW_015090849.1: 1730514-1734762,plus,XP_014798638.1,ENSCPUG00000016461
106901004,GNS,glucosamine (N-acetyl)-6-sulfatase,,protein-coding,Calidris pugnax,ruff,198806,XM_014963328.1,NW_015094506.1: 22864256-22886407,plus,XP_014818814.1,
106888661,GOLGA1,golgin A1,,protein-coding,Calidris pugnax,ruff,198806,XM_014943059.1,NW_015090846.1: 6023817-6040043,plus,XP_014798545.1,ENSCPUG00000016111
106890015,GOLGA2,golgin A2,,protein-coding,Calidris pugnax,ruff,198806,XM_014945588.1,NW_015090763.1: 193502-213507,minus,XP_014801074.1,ENSCPUG00000011155
106901272,GOLGA3,golgin A3,,protein-coding,Calidris pugnax,ruff,198806,"XM_014963797.1,XM_014963807.1",NW_015090783.1: 7038255-7064758,plus,"XP_014819283.1,XP_014819293.1",ENSCPUG00000009180
106892338,GOLGA4,golgin A4,,protein-coding,Calidris pugnax,ruff,198806,"XM_014949479.1,XM_014949480.1,XM_014949481.1,XM_014949482.1,XM_014949483.1",NW_015090914.1: 122009-187126,plus,"XP_014804965.1,XP_014804966.1,XP_014804967.1,XP_014804968.1,XP_014804969.1",ENSCPUG00000017885
106897213,GOLGA5,golgin A5,,protein-coding,Calidris pugnax,ruff,198806,"XM_014957718.1,XM_014957719.1",NW_015091083.1: 2696714-2716578,plus,"XP_014813204.1,XP_014813205.1",ENSCPUG00000000851
106896164,GOLGA7,golgin A7,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955924.1,XM_014955926.1",NW_015091027.1: 219785-224739,minus,"XP_014811410.1,XP_014811412.1",ENSCPUG00000008106
106897050,GOLGA7B,golgin A7 family member B,,protein-coding,Calidris pugnax,ruff,198806,XM_014957422.1,NW_015090781.1: 1701859-1703145,minus,XP_014812908.1,
106899921,GOLGB1,golgin B1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014961858.1,XM_014961859.1,XM_014961860.1,XR_001414097.1",NW_015091638.1: 52429-102003,minus,"XP_014817344.1,XP_014817345.1,XP_014817346.1",ENSCPUG00000008313
106886134,GOLIM4,golgi integral membrane protein 4,,protein-coding,Calidris pugnax,ruff,198806,"XM_014938824.1,XM_014938826.1,XM_014938827.1",NW_015090811.1: 1016787-1051327,minus,"XP_014794310.1,XP_014794312.1,XP_014794313.1",ENSCPUG00000009077
106884824,GOLM1,golgi membrane protein 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014936513.1,XM_014936522.1",NW_015090766.1: 1418322-1447659,minus,"XP_014791999.1,XP_014792008.1",ENSCPUG00000014915
106894202,GOLM2,golgi membrane protein 2,CASC4,protein-coding,Calidris pugnax,ruff,198806,"XM_014952724.1,XM_014952725.1,XM_014952727.1",NW_015090969.1: 2018302-2040682,minus,"XP_014808210.1,XP_014808211.1,XP_014808213.1",ENSCPUG00000008017
106894929,GOLPH3,golgi phosphoprotein 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014953960.1,NW_015090986.1: 644435-676269,minus,XP_014809446.1,ENSCPUG00000018400
106899481,GOLPH3L,golgi phosphoprotein 3 like,,protein-coding,Calidris pugnax,ruff,198806,XM_014961321.1,NW_015091373.1: 31419-37588,minus,XP_014816807.1,ENSCPUG00000017022
106895809,GOLT1A,golgi transport 1A,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955428.1,XM_014955429.1",NW_015090997.1: 1172774-1174427,plus,"XP_014810914.1,XP_014810915.1",
106898361,GOLT1B,golgi transport 1B,,protein-coding,Calidris pugnax,ruff,198806,"XM_014959579.1,XM_014959580.1",NW_015091194.1: 49774-63983,plus,"XP_014815065.1,XP_014815066.1",
106901580,GOPC,golgi associated PDZ and coiled-coil motif containing,,protein-coding,Calidris pugnax,ruff,198806,XM_014964426.1,NW_015094507.1: 4676153-4702564,plus,XP_014819912.1,ENSCPUG00000008890
106888973,GORAB,"golgin, RAB6 interacting",,protein-coding,Calidris pugnax,ruff,198806,"XM_014943599.1,XM_014943600.1,XM_014943601.1",NW_015090852.1: 3623017-3633486,plus,"XP_014799085.1,XP_014799086.1,XP_014799087.1",ENSCPUG00000019994
106889774,GORASP1,golgi reassembly stacking protein 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014945177.1,NW_015090864.1: 4758111-4767852,plus,XP_014800663.1,
106895168,GORASP2,golgi reassembly stacking protein 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014954343.1,XM_014954344.1",NW_015090990.1: 8089423-8106325,plus,"XP_014809829.1,XP_014809830.1",ENSCPUG00000004424
106894496,GOSR1,golgi SNAP receptor complex member 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014953155.1,XM_014953156.1",NW_015090977.1: 1701129-1734048,minus,"XP_014808641.1,XP_014808642.1",ENSCPUG00000019904
106888457,GOSR2,golgi SNAP receptor complex member 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014942700.1,NW_015090845.1: 597491-612764,plus,XP_014798186.1,ENSCPUG00000011082
106897933,GOT1,glutamic-oxaloacetic transaminase 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014958936.1,NW_015090781.1: 1459868-1464598,plus,XP_014814422.1,ENSCPUG00000009464
106891941,GOT2,glutamic-oxaloacetic transaminase 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014948775.1,XM_014948786.1,XR_001412800.1",NW_015090776.1: 5351142-5366081,minus,"XP_014804261.1,XP_014804272.1",ENSCPUG00000010618
106900601,GP1BA,glycoprotein Ib platelet subunit alpha,,protein-coding,Calidris pugnax,ruff,198806,"XM_014962711.1,XM_014962712.1,XM_014962713.1",NW_015092814.1: 366952-370524,minus,"XP_014818197.1,XP_014818198.1,XP_014818199.1",ENSCPUG00000013009
106889208,GP1BB,glycoprotein Ib platelet subunit beta,,protein-coding,Calidris pugnax,ruff,198806,"XM_014944017.1,XM_014944018.1,XM_014944020.1,XM_014944021.1,XM_014944022.1,XM_014944023.1,XM_014944024.1",NW_015090858.1: 1176418-1179856,minus,"XP_014799503.1,XP_014799504.1,XP_014799506.1,XP_014799507.1,XP_014799508.1,XP_014799509.1,XP_014799510.1",
106899504,GP9,glycoprotein IX platelet,,protein-coding,Calidris pugnax,ruff,198806,"XM_014961371.1,XM_014961372.1",NW_015091382.1: 62823-71801,minus,"XP_014816857.1,XP_014816858.1",
106890985,GPA33,glycoprotein A33,,protein-coding,Calidris pugnax,ruff,198806,"XM_014947134.1,XM_014947135.1",NW_015090885.1: 6580101-6590841,minus,"XP_014802620.1,XP_014802621.1",ENSCPUG00000004014
106896306,GPAA1,glycosylphosphatidylinositol anchor attachment 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014956140.1,NW_015091040.1: 87019-135199,minus,XP_014811626.1,
106902569,GPALPP1,GPALPP motifs containing 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014966161.1,XM_014966162.1",NW_015094510.1: 14044003-14066531,plus,"XP_014821647.1,XP_014821648.1",ENSCPUG00000012868
106898062,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",,protein-coding,Calidris pugnax,ruff,198806,"XM_014959135.1,XM_014959144.1",NW_015090781.1: 7302880-7336894,minus,"XP_014814621.1,XP_014814630.1",ENSCPUG00000003224
106897827,GPAT2,"glycerol-3-phosphate acyltransferase 2, mitochondrial",,protein-coding,Calidris pugnax,ruff,198806,XM_014958707.1,NW_015091141.1: 2201956-2212045,plus,XP_014814193.1,
106896161,GPAT4,glycerol-3-phosphate acyltransferase 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014955919.1,NW_015091027.1: 201116-207654,minus,XP_014811405.1,ENSCPUG00000008099
106888229,GPATCH1,G-patch domain containing 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014942279.1,XM_014942280.1,XM_014942281.1",NW_015090842.1: 211146-229676,plus,"XP_014797765.1,XP_014797766.1,XP_014797767.1",ENSCPUG00000008104
106893100,GPATCH11,G-patch domain containing 11,,protein-coding,Calidris pugnax,ruff,198806,"XM_014950725.1,XM_014950727.1,XM_014950728.1,XM_014950729.1,XM_014950730.1,XM_014950731.1,XM_014950732.1,XM_014950733.1,XM_014950734.1,XM_014950735.1,XM_014950736.1",NW_015090922.1: 18347524-18363227,minus,"XP_014806211.1,XP_014806213.1,XP_014806214.1,XP_014806215.1,XP_014806216.1,XP_014806217.1,XP_014806218.1,XP_014806219.1,XP_014806220.1,XP_014806221.1,XP_014806222.1",ENSCPUG00000002630
106893298,GPATCH2,G-patch domain containing 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014951154.1,XM_014951155.1",NW_015090922.1: 4732072-4852685,plus,"XP_014806640.1,XP_014806641.1",ENSCPUG00000018154
106891820,GPATCH3,G-patch domain containing 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014948596.1,NW_015090900.1: 1355236-1360623,minus,XP_014804082.1,ENSCPUG00000016319
106899429,GPATCH4,G-patch domain containing 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014961242.1,NW_015091373.1: 935613-938609,plus,XP_014816728.1,
106899171,GPATCH8,G-patch domain containing 8,,protein-coding,Calidris pugnax,ruff,198806,"XM_014960870.1,XM_014960871.1,XM_014960872.1,XM_014960873.1,XM_014960874.1,XM_014960875.1,XM_014960877.1,XM_014960878.1,XM_014960879.1",NW_015091306.1: 193878-266420,plus,"XP_014816356.1,XP_014816357.1,XP_014816358.1,XP_014816359.1,XP_014816360.1,XP_014816361.1,XP_014816363.1,XP_014816364.1,XP_014816365.1",ENSCPUG00000012081
106901968,GPBP1,GC-rich promoter binding protein 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014965080.1,XM_014965081.1,XM_014965082.1,XM_014965083.1",NW_015094508.1: 10404949-10441552,minus,"XP_014820566.1,XP_014820567.1,XP_014820568.1,XP_014820569.1",ENSCPUG00000014968
106886411,GPBP1L1,GC-rich promoter binding protein 1 like 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014939349.1,XM_014939351.1",NW_015090812.1: 8838939-8873194,plus,"XP_014794835.1,XP_014794837.1",ENSCPUG00000011940
106902632,GPC1,glypican 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014966277.1,NW_015090785.1: 80038-345968,minus,XP_014821763.1,ENSCPUG00000017422
106900856,GPC3,glypican 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014963067.1,NW_015094505.1: 1395655-1568332,minus,XP_014818553.1,ENSCPUG00000014889
106900885,GPC4,glypican 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014963139.1,NW_015094505.1: 1301053-1343171,minus,XP_014818625.1,ENSCPUG00000014888
106895871,GPC5,glypican 5,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955521.1,XM_014955522.1,XM_014955523.1,XM_014955524.1,XM_014955525.1,XM_014955526.1,XM_014955527.1,XM_014955528.1,XM_014955530.1,XM_014955531.1,XR_001413540.1,XR_001413541.1,XR_001413542.1",NW_015090999.1: 1009818-1739860,minus,"XP_014811007.1,XP_014811008.1,XP_014811009.1,XP_014811010.1,XP_014811011.1,XP_014811012.1,XP_014811013.1,XP_014811014.1,XP_014811016.1,XP_014811017.1",ENSCPUG00000016345
106895868,GPC6,glypican 6,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955516.1,XM_014955517.1",NW_015090999.1: 81320-886140,minus,"XP_014811002.1,XP_014811003.1",ENSCPUG00000016337
106901667,GPCPD1,glycerophosphocholine phosphodiesterase 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014964548.1,XM_014964549.1,XM_014964550.1",NW_015094507.1: 3138929-3187415,plus,"XP_014820034.1,XP_014820035.1,XP_014820036.1",ENSCPUG00000002955
106891167,GPD1,glycerol-3-phosphate dehydrogenase 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014947499.1,NW_015090886.1: 464691-470100,plus,XP_014802985.1,ENSCPUG00000005483
106885563,GPD1L,glycerol-3-phosphate dehydrogenase 1 like,,protein-coding,Calidris pugnax,ruff,198806,XM_014937847.1,NW_015090803.1: 2236185-2261318,minus,XP_014793333.1,ENSCPUG00000010393
106902763,GPD2,glycerol-3-phosphate dehydrogenase 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014966547.1,XM_014966548.1,XM_014966549.1,XM_014966551.1",NW_015090787.1: 835927-893207,minus,"XP_014822033.1,XP_014822034.1,XP_014822035.1,XP_014822037.1",ENSCPUG00000000338
106890411,GPER1,G protein-coupled estrogen receptor 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014946211.1,XM_014946212.1,XR_001412515.1",NW_015090876.1: 2510905-2516625,minus,"XP_014801697.1,XP_014801698.1",ENSCPUG00000004852
106902791,GPHB5,glycoprotein hormone subunit beta 5,,protein-coding,Calidris pugnax,ruff,198806,XM_014966577.1,NW_015090790.1: 1765330-1779887,minus,XP_014822063.1,ENSCPUG00000001124
106888017,GPHN,gephyrin,,protein-coding,Calidris pugnax,ruff,198806,"XM_014941950.1,XM_014941951.1,XM_014941953.1,XM_014941954.1,XM_014941955.1,XM_014941956.1,XM_014941957.1,XM_014941958.1,XM_014941959.1,XM_014941960.1,XM_014941961.1,XM_014941962.1,XM_014941964.1",NW_015090839.1: 15231898-15510325,plus,"XP_014797436.1,XP_014797437.1,XP_014797439.1,XP_014797440.1,XP_014797441.1,XP_014797442.1,XP_014797443.1,XP_014797444.1,XP_014797445.1,XP_014797446.1,XP_014797447.1,XP_014797448.1,XP_014797450.1",ENSCPUG00000007553
106888108,GPI,glucose-6-phosphate isomerase,,protein-coding,Calidris pugnax,ruff,198806,XM_014942134.1,NW_015090842.1: 1102994-1120529,plus,XP_014797620.1,ENSCPUG00000008145
106887393,GPLD1,glycosylphosphatidylinositol specific phospholipase D1,,protein-coding,Calidris pugnax,ruff,198806,XM_014940878.1,NW_015090830.1: 24334227-24370553,minus,XP_014796364.1,
106892479,GPM6A,glycoprotein M6A,,protein-coding,Calidris pugnax,ruff,198806,XM_014949701.1,NW_015090918.1: 88278-214881,plus,XP_014805187.1,ENSCPUG00000007547
106898789,GPM6B,glycoprotein M6B,,protein-coding,Calidris pugnax,ruff,198806,"XM_014960226.1,XM_014960227.1,XM_014960228.1,XM_014960229.1,XM_014960230.1",NW_015091257.1: 11571124-11616696,minus,"XP_014815712.1,XP_014815713.1,XP_014815714.1,XP_014815715.1,XP_014815716.1",ENSCPUG00000007385
106890504,GPN1,GPN-loop GTPase 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014946373.1,XM_014946374.1,XM_014946375.1",NW_015090878.1: 2518-18772,minus,"XP_014801859.1,XP_014801860.1,XP_014801861.1",
106891893,GPN2,GPN-loop GTPase 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014948720.1,XM_014948721.1,XM_014948722.1",NW_015090900.1: 1348032-1353022,minus,"XP_014804206.1,XP_014804207.1,XP_014804208.1",ENSCPUG00000016318
106885419,GPNMB,glycoprotein nmb,,protein-coding,Calidris pugnax,ruff,198806,"XM_014937623.1,XM_014937624.1",NW_015090803.1: 11948099-11966680,minus,"XP_014793109.1,XP_014793110.1",ENSCPUG00000010873
106888597,GPR107,G protein-coupled receptor 107,,protein-coding,Calidris pugnax,ruff,198806,"XM_014942933.1,XM_014942934.1",NW_015090846.1: 808376-845891,plus,"XP_014798419.1,XP_014798420.1",ENSCPUG00000011227
106896208,GPR119,G protein-coupled receptor 119,,protein-coding,Calidris pugnax,ruff,198806,XM_014955993.1,NW_015091028.1: 604370-605919,plus,XP_014811479.1,ENSCPUG00000008237
106902576,GPR12,G protein-coupled receptor 12,,protein-coding,Calidris pugnax,ruff,198806,XM_014966175.1,NW_015094510.1: 24170830-24177949,plus,XP_014821661.1,ENSCPUG00000013456
106893559,GPR132,G protein-coupled receptor 132,,protein-coding,Calidris pugnax,ruff,198806,XM_014951628.1,NW_015090930.1: 2261398-2278357,plus,XP_014807114.1,ENSCPUG00000005199
106902783,GPR135,G protein-coupled receptor 135,,protein-coding,Calidris pugnax,ruff,198806,XM_014966570.1,NW_015090790.1: 159587-162333,minus,XP_014822056.1,
106893341,GPR137B,G protein-coupled receptor 137B,,protein-coding,Calidris pugnax,ruff,198806,"XM_014951244.1,XM_014951245.1",NW_015090922.1: 24520233-24553864,minus,"XP_014806730.1,XP_014806731.1",ENSCPUG00000011742
106885009,GPR137C,G protein-coupled receptor 137C,,protein-coding,Calidris pugnax,ruff,198806,XM_014936828.1,NW_015090795.1: 3641211-3657977,plus,XP_014792314.1,ENSCPUG00000018833
